"","Sample","Dataset","Sea","Sequencing","Date","Year","Month","Depth_type","Size","Depth","Latitude","Longitude","T","S","O2","pH","NO3","NO2","NH4","PO4","SIOH4","Chla","Depth_type2"
"639","BL100413_022-","BBMO","Mediterranean Sea","Illumina","14/04/2010",2010,"April","SRF","0.2-3.0",3,41.670417,2.800167,13.65,37.8,6.61,8.25,1.06,0.08,0.14,0.11,1.82,0.49,"SRF"
"640","BL100413_30-","BBMO","Mediterranean Sea","Illumina","14/04/2010",2010,"April","SRF","3.0-20",3,41.670417,2.800167,13.65,37.8,6.61,8.25,1.06,0.08,0.14,0.11,1.82,0.49,"SRF"
"641","BL100525_022-","BBMO","Mediterranean Sea","Illumina","25/05/2010",2010,"May","SRF","0.2-3.0",3,41.670417,2.800167,15.19,37.6,6.3,8.26,0.43,0.14,1.15,0.09,1.56,0.93,"SRF"
"642","BL100525_30-","BBMO","Mediterranean Sea","Illumina","25/05/2010",2010,"May","SRF","3.0-20",3,41.670417,2.800167,15.19,37.6,6.3,8.26,0.43,0.14,1.15,0.09,1.56,0.93,"SRF"
"643","BL100622_022-","BBMO","Mediterranean Sea","Illumina","22/06/2010",2010,"June","SRF","0.2-3.0",3,41.670417,2.800167,19.24,37.5,5.38,8.27,0.51,0.06,0.27,0.11,0.81,0.56,"SRF"
"644","BL100622_30-","BBMO","Mediterranean Sea","Illumina","22/06/2010",2010,"June","SRF","3.0-20",3,41.670417,2.800167,19.24,37.5,5.38,8.27,0.51,0.06,0.27,0.11,0.81,0.56,"SRF"
"645","BL100706_022-","BBMO","Mediterranean Sea","Illumina","06/07/2010",2010,"July","SRF","0.2-3.0",3,41.670417,2.800167,23.05,37.7,5.32,8.22,0.08,0.01,0.06,0.12,0.3,0.43,"SRF"
"646","BL100706_30-","BBMO","Mediterranean Sea","Illumina","06/07/2010",2010,"July","SRF","3.0-20",3,41.670417,2.800167,23.05,37.7,5.32,8.22,0.08,0.01,0.06,0.12,0.3,0.43,"SRF"
"647","BL100803_022-","BBMO","Mediterranean Sea","Illumina","03/08/2010",2010,"August","SRF","0.2-3.0",3,41.670417,2.800167,24.11,37.8,5.16,NA,0.21,0.07,0.12,0.15,0.78,0.44,"SRF"
"648","BL100803_30-","BBMO","Mediterranean Sea","Illumina","03/08/2010",2010,"August","SRF","3.0-20",3,41.670417,2.800167,24.11,37.8,5.16,NA,0.21,0.07,0.12,0.15,0.78,0.44,"SRF"
"649","BL100914_022-","BBMO","Mediterranean Sea","Illumina","14/09/2010",2010,"September","SRF","0.2-3.0",3,41.670417,2.800167,24.43,38,5.28,8.25,0.13,0.03,0.2,0.12,0.62,0.31,"SRF"
"650","BL100914_30-","BBMO","Mediterranean Sea","Illumina","14/09/2010",2010,"September","SRF","3.0-20",3,41.670417,2.800167,24.43,38,5.28,8.25,0.13,0.03,0.2,0.12,0.62,0.31,"SRF"
"651","BL101019_022-","BBMO","Mediterranean Sea","Illumina","19/10/2010",2010,"October","SRF","0.2-3.0",3,41.670417,2.800167,17.61,37.9,NA,NA,0.57,0.06,0.23,0.14,1.33,0.78,"SRF"
"652","BL101019_30-","BBMO","Mediterranean Sea","Illumina","19/10/2010",2010,"October","SRF","3.0-20",3,41.670417,2.800167,17.61,37.9,NA,NA,0.57,0.06,0.23,0.14,1.33,0.78,"SRF"
"653","BL101116_022-","BBMO","Mediterranean Sea","Illumina","16/11/2010",2010,"November","SRF","0.2-3.0",3,41.670417,2.800167,15.76,38.2,5.48,8.29,0.42,0.15,0.14,0.08,0.87,0.53,"SRF"
"654","BL101116_30-","BBMO","Mediterranean Sea","Illumina","16/11/2010",2010,"November","SRF","3.0-20",3,41.670417,2.800167,15.76,38.2,5.48,8.29,0.42,0.15,0.14,0.08,0.87,0.53,"SRF"
"655","BL101214_022-","BBMO","Mediterranean Sea","Illumina","14/12/2010",2010,"December","SRF","0.2-3.0",3,41.670417,2.800167,14.45,38.2,5.72,8.18,1.46,0.25,0.12,0.18,1.52,0.51,"SRF"
"656","BL101214_30-","BBMO","Mediterranean Sea","Illumina","14/12/2010",2010,"December","SRF","3.0-20",3,41.670417,2.800167,14.45,38.2,5.72,8.18,1.46,0.25,0.12,0.18,1.52,0.51,"SRF"
"657","BL110112_022-","BBMO","Mediterranean Sea","Illumina","12/01/2011",2011,"January","SRF","0.2-3.0",3,41.670417,2.800167,12.89,38,5.93,8.14,1.54,0.28,0.62,0.11,2.14,0.81,"SRF"
"658","BL110112_30-","BBMO","Mediterranean Sea","Illumina","12/01/2011",2011,"January","SRF","3.0-20",3,41.670417,2.800167,12.89,38,5.93,8.14,1.54,0.28,0.62,0.11,2.14,0.81,"SRF"
"659","BL110208_022-","BBMO","Mediterranean Sea","Illumina","08/02/2011",2011,"February","SRF","0.2-3.0",3,41.670417,2.800167,12.36,37.8,6.22,8.15,1.41,0.24,0.56,0.11,2.03,0.96,"SRF"
"660","BL110208_30-","BBMO","Mediterranean Sea","Illumina","08/02/2011",2011,"February","SRF","3.0-20",3,41.670417,2.800167,12.36,37.8,6.22,8.15,1.41,0.24,0.56,0.11,2.03,0.96,"SRF"
"661","BL110314_022-","BBMO","Mediterranean Sea","Illumina","14/03/2011",2011,"March","SRF","0.2-3.0",3,41.670417,2.800167,12.25,37.8,6.16,8.16,1.23,0.28,0.41,0.11,2.46,1.05,"SRF"
"662","BL110314_30-","BBMO","Mediterranean Sea","Illumina","14/03/2011",2011,"March","SRF","3.0-20",3,41.670417,2.800167,12.25,37.8,6.16,8.16,1.23,0.28,0.41,0.11,2.46,1.05,"SRF"
"663","BL110412_022-","BBMO","Mediterranean Sea","Illumina","12/04/2011",2011,"April","SRF","0.2-3.0",3,41.670417,2.800167,NA,NA,5.93,8.33,0.47,0.08,0.69,0.11,1.01,0.45,"SRF"
"664","BL110412_30-","BBMO","Mediterranean Sea","Illumina","12/04/2011",2011,"April","SRF","3.0-20",3,41.670417,2.800167,NA,NA,5.93,8.33,0.47,0.08,0.69,0.11,1.01,0.45,"SRF"
"665","BL110517_022-","BBMO","Mediterranean Sea","Illumina","17/05/2011",2011,"May","SRF","0.2-3.0",3,41.670417,2.800167,17.6,NA,5.49,8.2,0.44,0.02,0.04,0.1,0.69,0.49,"SRF"
"666","BL110517_30-","BBMO","Mediterranean Sea","Illumina","17/05/2011",2011,"May","SRF","3.0-20",3,41.670417,2.800167,17.6,NA,5.49,8.2,0.44,0.02,0.04,0.1,0.69,0.49,"SRF"
"667","BL110615_022-","BBMO","Mediterranean Sea","Illumina","15/06/2011",2011,"June","SRF","0.2-3.0",3,41.670417,2.800167,21,37.7,5.41,8.14,1.01,0.1,0.63,0.18,1.85,0.54,"SRF"
"668","BL110704_022-","BBMO","Mediterranean Sea","Illumina","05/07/2011",2011,"July","SRF","0.2-3.0",3,41.670417,2.800167,22.4,37.8,5.2,8.33,0.42,0.01,0.03,0.08,0.4,0.2,"SRF"
"669","BL110802_022-","BBMO","Mediterranean Sea","Illumina","02/08/2011",2011,"August","SRF","0.2-3.0",3,41.670417,2.800167,22.88,37.8,5.26,8.31,0.8,0.04,0.69,0.11,1.81,0.6,"SRF"
"670","BL110802_30-","BBMO","Mediterranean Sea","Illumina","02/08/2011",2011,"August","SRF","3.0-20",3,41.670417,2.800167,22.88,37.8,5.26,8.31,0.8,0.04,0.69,0.11,1.81,0.6,"SRF"
"671","BL110913_022-","BBMO","Mediterranean Sea","Illumina","13/09/2011",2011,"September","SRF","0.2-3.0",3,41.670417,2.800167,23,NA,5.04,8.32,0.49,0,0.1,0.09,0.9,0.32,"SRF"
"672","BL110913_30r2-","BBMO","Mediterranean Sea","Illumina","13/09/2011",2011,"September","SRF","3.0-20",3,41.670417,2.800167,23,NA,5.04,8.32,0.49,0,0.1,0.09,0.9,0.32,"SRF"
"673","BL111010_022-","BBMO","Mediterranean Sea","Illumina","10/10/2011",2011,"October","SRF","0.2-3.0",3,41.670417,2.800167,20.64,38.1,5.04,8.2,0.51,0.01,0.03,0.08,1.02,0.37,"SRF"
"674","BL111010_30-","BBMO","Mediterranean Sea","Illumina","10/10/2011",2011,"October","SRF","3.0-20",3,41.670417,2.800167,20.64,38.1,5.04,8.2,0.51,0.01,0.03,0.08,1.02,0.37,"SRF"
"675","BL111129_022-","BBMO","Mediterranean Sea","Illumina","29/11/2011",2011,"November","SRF","0.2-3.0",3,41.670417,2.800167,16.76,37.2,5.59,8.16,0.55,0.06,0.05,0.1,0.3,2.88,"SRF"
"676","BL111219_30-","BBMO","Mediterranean Sea","Illumina","29/11/2011",2011,"November","SRF","3.0-20",3,41.670417,2.800167,16.76,37.2,5.59,8.16,0.55,0.06,0.05,0.1,0.3,2.88,"SRF"
"677","BL111129_30r2-","BBMO","Mediterranean Sea","Illumina","29/11/2011",2011,"November","SRF","3.0-20",3,41.670417,2.800167,16.76,37.2,5.59,8.16,0.55,0.06,0.05,0.1,0.3,2.88,"SRF"
"678","BL111219_022-","BBMO","Mediterranean Sea","Illumina","19/12/2011",2011,"December","SRF","0.2-3.0",3,41.670417,2.800167,15.46,38.1,5.44,8.19,0.54,0.11,0.03,0.07,0.85,0.89,"SRF"
"679","BL120110_022-","BBMO","Mediterranean Sea","Illumina","10/01/2012",2012,"January","SRF","0.2-3.0",3,41.670417,2.800167,14.39,38.1,NA,NA,0.19,0.26,1.39,0.08,1.22,0.69,"SRF"
"680","BL120110_30-","BBMO","Mediterranean Sea","Illumina","10/01/2012",2012,"January","SRF","3.0-20",3,41.670417,2.800167,14.39,38.1,NA,NA,0.19,0.26,1.39,0.08,1.22,0.69,"SRF"
"681","BL120214_022-","BBMO","Mediterranean Sea","Illumina","14/02/2012",2012,"February","SRF","0.2-3.0",3,41.670417,2.800167,12.24,38.2,NA,NA,2.18,0.22,0.39,0.13,2.49,0.69,"SRF"
"682","BL120214_30-","BBMO","Mediterranean Sea","Illumina","14/02/2012",2012,"February","SRF","3.0-20",3,41.670417,2.800167,12.24,38.2,NA,NA,2.18,0.22,0.39,0.13,2.49,0.69,"SRF"
"683","BL120313_022-","BBMO","Mediterranean Sea","Illumina","13/03/2012",2012,"March","SRF","0.2-3.0",3,41.670417,2.800167,13.18,38.3,6.24,8.4,2.38,0.26,0.67,0.1,2.45,0.67,"SRF"
"684","BL120313_30-","BBMO","Mediterranean Sea","Illumina","13/03/2012",2012,"March","SRF","3.0-20",3,41.670417,2.800167,13.18,38.3,6.24,8.4,2.38,0.26,0.67,0.1,2.45,0.67,"SRF"
"685","BL120411_022-","BBMO","Mediterranean Sea","Illumina","11/04/2012",2012,"April","SRF","0.2-3.0",3,41.670417,2.800167,13.82,38.2,5.85,8.17,0.17,0.09,0.57,0.04,1.72,1.21,"SRF"
"686","BL120411_30-","BBMO","Mediterranean Sea","Illumina","11/04/2012",2012,"April","SRF","3.0-20",3,41.670417,2.800167,13.82,38.2,5.85,8.17,0.17,0.09,0.57,0.04,1.72,1.21,"SRF"
"687","BL120518_022-","BBMO","Mediterranean Sea","Illumina","11/05/2012",2012,"May","SRF","0.2-3.0",3,41.670417,2.800167,16.8,38.2,6.13,8.52,0.11,0.09,0.91,0.04,0.5,0.36,"SRF"
"688","BL120518_30-","BBMO","Mediterranean Sea","Illumina","11/05/2012",2012,"May","SRF","3.0-20",3,41.670417,2.800167,16.8,38.2,6.13,8.52,0.11,0.09,0.91,0.04,0.5,0.36,"SRF"
"689","BL120620_022-","BBMO","Mediterranean Sea","Illumina","20/06/2012",2012,"June","SRF","0.2-3.0",3,41.670417,2.800167,20.06,38.2,5.25,8.33,0.01,0.04,0.91,0.04,0.51,0.76,"SRF"
"690","BL120620_30r2-","BBMO","Mediterranean Sea","Illumina","20/06/2012",2012,"June","SRF","3.0-20",3,41.670417,2.800167,20.06,38.2,5.25,8.33,0.01,0.04,0.91,0.04,0.51,0.76,"SRF"
"691","BL120703_022-","BBMO","Mediterranean Sea","Illumina","03/07/2012",2012,"July","SRF","0.2-3.0",3,41.670417,2.800167,22.01,38.1,5.28,8.36,0.06,0.06,0.53,0.05,0.51,0.26,"SRF"
"692","BL120703_30-","BBMO","Mediterranean Sea","Illumina","03/07/2012",2012,"July","SRF","3.0-20",3,41.670417,2.800167,22.01,38.1,5.28,8.36,0.06,0.06,0.53,0.05,0.51,0.26,"SRF"
"693","BL120807_022-","BBMO","Mediterranean Sea","Illumina","07/08/2012",2012,"August","SRF","0.2-3.0",3,41.670417,2.800167,25.35,38.1,NA,8.3,0.26,0.04,1.58,0.09,0.8,0.19,"SRF"
"694","BL120807_30-","BBMO","Mediterranean Sea","Illumina","07/08/2012",2012,"August","SRF","3.0-20",3,41.670417,2.800167,25.35,38.1,NA,8.3,0.26,0.04,1.58,0.09,0.8,0.19,"SRF"
"695","BL120913_022-","BBMO","Mediterranean Sea","Illumina","13/09/2012",2012,"September","SRF","0.2-3.0",3,41.670417,2.800167,22.46,38.2,5.1,8.36,0.07,0.02,0.61,0.03,1.05,0.16,"SRF"
"696","BL120913_30-","BBMO","Mediterranean Sea","Illumina","13/09/2012",2012,"September","SRF","3.0-20",3,41.670417,2.800167,22.46,38.2,5.1,8.36,0.07,0.02,0.61,0.03,1.05,0.16,"SRF"
"697","BL121009_022-","BBMO","Mediterranean Sea","Illumina","09/10/2012",2012,"October","SRF","0.2-3.0",3,41.670417,2.800167,18.31,37.9,5.18,8.4,0.04,0.04,0.83,0.03,0.93,0.34,"SRF"
"698","BL121009_30-","BBMO","Mediterranean Sea","Illumina","09/10/2012",2012,"October","SRF","3.0-20",3,41.670417,2.800167,18.31,37.9,5.18,8.4,0.04,0.04,0.83,0.03,0.93,0.34,"SRF"
"699","BL121106_022-","BBMO","Mediterranean Sea","Illumina","06/11/2012",2012,"November","SRF","0.2-3.0",3,41.670417,2.800167,16.66,38,5.32,8.39,3.52,0.12,1.7,0.22,2.04,0.46,"SRF"
"700","BL121106_30-","BBMO","Mediterranean Sea","Illumina","06/11/2012",2012,"November","SRF","3.0-20",3,41.670417,2.800167,16.66,38,5.32,8.39,3.52,0.12,1.7,0.22,2.04,0.46,"SRF"
"701","BL121211_022-","BBMO","Mediterranean Sea","Illumina","11/12/2012",2012,"December","SRF","0.2-3.0",3,41.670417,2.800167,14.25,38,5.85,8.38,1.36,0.32,0.86,0.08,2.02,0.48,"SRF"
"702","BL121211_30-","BBMO","Mediterranean Sea","Illumina","11/12/2012",2012,"December","SRF","3.0-20",3,41.670417,2.800167,14.25,38,5.85,8.38,1.36,0.32,0.86,0.08,2.02,0.48,"SRF"
"703","BL130115_022-","BBMO","Mediterranean Sea","Illumina","15/01/2013",2013,"January","SRF","0.2-3.0",3,41.670417,2.800167,13.27,38.1,5.89,8.41,1.21,0.4,1.17,0.12,1.56,0.89,"SRF"
"704","BL130115_30-","BBMO","Mediterranean Sea","Illumina","15/01/2013",2013,"January","SRF","3.0-20",3,41.670417,2.800167,13.27,38.1,5.89,8.41,1.21,0.4,1.17,0.12,1.56,0.89,"SRF"
"705","BL130206_022-","BBMO","Mediterranean Sea","Illumina","06/02/2013",2013,"February","SRF","0.2-3.0",3,41.670417,2.800167,12.76,38.2,5.94,8.39,1.73,0.7,5.9,0.11,1.46,0.72,"SRF"
"706","BL130206_30-","BBMO","Mediterranean Sea","Illumina","06/02/2013",2013,"February","SRF","3.0-20",3,41.670417,2.800167,12.76,38.2,5.94,8.39,1.73,0.7,5.9,0.11,1.46,0.72,"SRF"
"707","BL130312_022-","BBMO","Mediterranean Sea","Illumina","12/03/2013",2013,"March","SRF","0.2-3.0",3,41.670417,2.800167,12.78,38.1,6.41,8.38,3.29,0.22,0.18,0.16,2.48,1.08,"SRF"
"708","BL130312_30-","BBMO","Mediterranean Sea","Illumina","12/03/2013",2013,"March","SRF","3.0-20",3,41.670417,2.800167,12.78,38.1,6.41,8.38,3.29,0.22,0.18,0.16,2.48,1.08,"SRF"
"709","BL130417_022-","BBMO","Mediterranean Sea","Illumina","17/04/2013",2013,"April","SRF","0.2-3.0",3,41.670417,2.800167,14.51,37.9,5.94,8.29,0.65,0.18,0.58,0.08,1.36,0.49,"SRF"
"710","BL130417_30-","BBMO","Mediterranean Sea","Illumina","17/04/2013",2013,"April","SRF","3.0-20",3,41.670417,2.800167,14.51,37.9,5.94,8.29,0.65,0.18,0.58,0.08,1.36,0.49,"SRF"
"711","BL130507_022-","BBMO","Mediterranean Sea","Illumina","07/05/2013",2013,"May","SRF","0.2-3.0",3,41.670417,2.800167,14.96,37.7,7.88,8.35,1.37,0.21,0.67,0.1,1.45,0.75,"SRF"
"712","BL130507_30-","BBMO","Mediterranean Sea","Illumina","07/05/2013",2013,"May","SRF","3.0-20",3,41.670417,2.800167,14.96,37.7,7.88,8.35,1.37,0.21,0.67,0.1,1.45,0.75,"SRF"
"713","BL130604_022-","BBMO","Mediterranean Sea","Illumina","04/06/2013",2013,"June","SRF","0.2-3.0",3,41.670417,2.800167,16.92,37.6,5.86,8.17,0.34,0.17,1.96,0.1,1.25,0.31,"SRF"
"714","BL130604_30-","BBMO","Mediterranean Sea","Illumina","04/06/2013",2013,"June","SRF","3.0-20",3,41.670417,2.800167,16.92,37.6,5.86,8.17,0.34,0.17,1.96,0.1,1.25,0.31,"SRF"
"715","BL130709_022-","BBMO","Mediterranean Sea","Illumina","13/07/2013",2013,"July","SRF","0.2-3.0",3,41.670417,2.800167,21.61,37.9,4.97,8.16,0.13,0.11,0.85,0.09,0.46,0.5,"SRF"
"716","BL130709_30r2-","BBMO","Mediterranean Sea","Illumina","13/07/2013",2013,"July","SRF","3.0-20",3,41.670417,2.800167,21.61,37.9,4.97,8.16,0.13,0.11,0.85,0.09,0.46,0.5,"SRF"
"717","BL130801_022-","BBMO","Mediterranean Sea","Illumina","01/08/2013",2013,"August","SRF","0.2-3.0",3,41.670417,2.800167,23.58,37.8,4.94,8.19,0.24,0.22,3.48,0.07,0.46,0.21,"SRF"
"718","BL130801_30-","BBMO","Mediterranean Sea","Illumina","01/08/2013",2013,"August","SRF","3.0-20",3,41.670417,2.800167,23.58,37.8,4.94,8.19,0.24,0.22,3.48,0.07,0.46,0.21,"SRF"
"719","BL130917_022-","BBMO","Mediterranean Sea","Illumina","17/09/2013",2013,"September","SRF","0.2-3.0",3,41.670417,2.800167,23.41,38.1,4.88,8.19,0.32,0.06,0.13,0.08,0.71,0.31,"SRF"
"720","BL130917_30-","BBMO","Mediterranean Sea","Illumina","17/09/2013",2013,"September","SRF","3.0-20",3,41.670417,2.800167,23.41,38.1,4.88,8.19,0.32,0.06,0.13,0.08,0.71,0.31,"SRF"
"721","BL131015_022-","BBMO","Mediterranean Sea","Illumina","15/10/2013",2013,"October","SRF","0.2-3.0",3,41.670417,2.800167,21.4,38.1,4.98,8.14,0.22,0.1,0.43,0.08,0.82,0.28,"SRF"
"722","BL131015_30-","BBMO","Mediterranean Sea","Illumina","15/10/2013",2013,"October","SRF","3.0-20",3,41.670417,2.800167,21.4,38.1,4.98,8.14,0.22,0.1,0.43,0.08,0.82,0.28,"SRF"
"723","BL131105_022-","BBMO","Mediterranean Sea","Illumina","05/11/2013",2013,"November","SRF","0.2-3.0",3,41.670417,2.800167,18.06,38,5.14,8.06,0.32,0.11,0.32,0.07,0.81,0.42,"SRF"
"724","BL131105_30-","BBMO","Mediterranean Sea","Illumina","05/11/2013",2013,"November","SRF","3.0-20",3,41.670417,2.800167,18.06,38,5.14,8.06,0.32,0.11,0.32,0.07,0.81,0.42,"SRF"
"725","BL131204_022-","BBMO","Mediterranean Sea","Illumina","15/12/2013",2013,"December","SRF","0.2-3.0",3,41.670417,2.800167,14.42,38.1,5.67,8.05,1.53,0.38,0.47,0.17,1.88,0.6,"SRF"
"726","BL131204_30-","BBMO","Mediterranean Sea","Illumina","15/12/2013",2013,"December","SRF","3.0-20",3,41.670417,2.800167,14.42,38.1,5.67,8.05,1.53,0.38,0.47,0.17,1.88,0.6,"SRF"
"727","MalaSurf_MD28.","Malaspina","Subtropical ocean","Illumina","16/12/2010",2010,"December","SRF","0.2-3.0",3,35.135,-9.517,18.45,36.56,NA,NA,NA,NA,NA,NA,NA,0.252,"SRF"
"728","MalaSurf_MD40.","Malaspina","Subtropical ocean","Illumina","17/12/2010",2010,"December","SRF","0.2-3.0",3,34.001,-12.781,18.78,36.43,NA,NA,NA,NA,NA,NA,NA,NA,"SRF"
"729","MalaSurf_MD52.","Malaspina","Subtropical ocean","Illumina","18/12/2010",2010,"December","SRF","0.2-3.0",3,29.683,-17.288,20.92,36.94,NA,NA,NA,NA,NA,0.092,1.232,0.114,"SRF"
"730","MalaSurf_MD60.","Malaspina","Subtropical ocean","Illumina","19/12/2010",2010,"December","SRF","0.2-3.0",3,28.702,-18.871,21.41,37.02,NA,NA,NA,NA,NA,NA,NA,NA,"SRF"
"731","MalaSurf_MD64.","Malaspina","Subtropical ocean","Illumina","20/12/2010",2010,"December","SRF","0.2-3.0",3,24.972,-21.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF"
"732","MalaSurf_MD98.","Malaspina","Subtropical ocean","Illumina","21/12/2010",2010,"December","SRF","0.2-3.0",3,21.45,-23.455,24.83,37.02,NA,NA,0.237,NA,NA,0.105,0.699,0.179,"SRF"
"733","MalaSurf_MD111.","Malaspina","Subtropical ocean","Illumina","22/12/2010",2010,"December","SRF","0.2-3.0",3,16.164,-26.026,26.52,36.41,NA,NA,0.204,NA,NA,0.131,0.829,0.201,"SRF"
"734","MalaVP_DNA_D66.","Malaspina","Subtropical ocean","Illumina","22/12/2010",2010,"December","SRF","0.2-3.0",3,23.274,-22.222,23.43,37.08,NA,NA,0.609,NA,NA,0.022,0.972,0.222,"SRF"
"735","MalaVP_DNA_D76.","Malaspina","Subtropical ocean","Illumina","22/12/2010",2010,"December","DEEP","0.2-3.0",700,23.274,-22.222,9.56,35.33,NA,NA,NA,NA,NA,1.759,13.886,NA,"MESO"
"736","MalaVP_DNA_D78.","Malaspina","Subtropical ocean","Illumina","22/12/2010",2010,"December","DEEP","0.2-3.0",430,23.274,-22.222,13.12,35.78,NA,NA,NA,NA,NA,0.98,5.473,NA,"MESO"
"737","MalaVP_DNA_D80.","Malaspina","Subtropical ocean","Illumina","22/12/2010",2010,"December","DCM","0.2-3.0",88,23.274,-22.222,21.49,36.93,NA,NA,NA,NA,NA,NA,NA,0.37,"DCM"
"738","MalaSurf_MD141.","Malaspina","Subtropical ocean","Illumina","23/12/2010",2010,"December","SRF","0.2-3.0",3,14.52,-26,26.25,36.34,NA,NA,NA,NA,NA,NA,NA,0.259,"SRF"
"739","MalaSurf_MD196.","Malaspina","Subtropical ocean","Illumina","24/12/2010",2010,"December","SRF","0.2-3.0",3,9.564,-25.993,27.38,35.47,NA,NA,0.521,NA,NA,0.018,1.345,0.211,"SRF"
"740","MalaSurf_MD202.","Malaspina","Subtropical ocean","Illumina","25/12/2010",2010,"December","SRF","0.2-3.0",3,7.324,-25.996,27.8,35.42,NA,NA,0.336,NA,NA,0.017,1.513,0.245,"SRF"
"741","MalaSurf_MD214.","Malaspina","Subtropical ocean","Illumina","26/12/2010",2010,"December","SRF","0.2-3.0",3,4.989,-26.005,28.05,35.55,NA,NA,0.165,NA,NA,0.029,1.454,0.439,"SRF"
"742","MP0145","Malaspina","Subtropical ocean","Illumina","26/12/2010",2010,"December","DEEP","0.2-0.8",3944,14.52,-26,2.39,34.9,NA,NA,NA,NA,NA,1.47,46.24,NA,"BATHY"
"743","MP0144","Malaspina","Subtropical ocean","Illumina","26/12/2010",2010,"December","DEEP","0.8-20",3944,14.52,-26,2.39,34.9,NA,NA,NA,NA,NA,1.47,46.24,NA,"BATHY"
"744","MalaSurf_MD254.","Malaspina","Subtropical ocean","Illumina","27/12/2010",2010,"December","SRF","0.2-3.0",3,2.457,-26.009,27.59,35.69,NA,NA,NA,NA,NA,0.083,1.502,NA,"SRF"
"745","MalaSurf_MD266.","Malaspina","Subtropical ocean","Illumina","28/12/2010",2010,"December","SRF","0.2-3.0",3,-3.03,-27.326,27.49,36.17,NA,NA,NA,NA,NA,0.113,1.567,0.146,"SRF"
"746","MalaSurf_MD285.","Malaspina","Subtropical ocean","Illumina","29/12/2010",2010,"December","SRF","0.2-3.0",3,-4.779,-28.169,27.27,36.33,NA,NA,NA,NA,NA,0.145,1.493,0.109,"SRF"
"747","MalaSurf_MD311.","Malaspina","Subtropical ocean","Illumina","30/12/2010",2010,"December","SRF","0.2-3.0",3,-7.283,-29.322,27.11,36.48,NA,NA,0.08,NA,NA,0.132,1.121,0.099,"SRF"
"748","MalaSurf_MD346.","Malaspina","Subtropical ocean","Illumina","31/12/2010",2010,"December","SRF","0.2-3.0",3,-13.736,-32.376,26.96,37.15,NA,NA,NA,NA,NA,0.127,1.672,0.047,"SRF"
"749","MalaSurf_MD366.","Malaspina","Subtropical ocean","Illumina","01/01/2011",2011,"January","SRF","0.2-3.0",3,-15.831,-33.403,27.33,37.25,NA,NA,NA,NA,NA,0.123,1.711,0.09,"SRF"
"750","MalaSurf_MD389.","Malaspina","Subtropical ocean","Illumina","02/01/2011",2011,"January","SRF","0.2-3.0",3,-18.424,-34.644,27.2,37.24,NA,NA,1.346,NA,NA,0.133,1.791,0.11,"SRF"
"751","MP0261","Malaspina","Subtropical ocean","Illumina","02/01/2011",2011,"January","DEEP","0.8-20",3943,-3.03,-27.326,2.07,34.87,NA,NA,NA,NA,NA,1.51,50.41,NA,"BATHY"
"752","MalaSurf_MD417.","Malaspina","Subtropical ocean","Illumina","03/01/2011",2011,"January","SRF","0.2-3.0",3,-21.093,-35.972,26.88,36.99,NA,NA,NA,NA,NA,NA,NA,0.125,"SRF"
"753","MalaVP_DNA_D271.","Malaspina","Subtropical ocean","Illumina","03/01/2011",2011,"January","SRF","0.2-3.0",3,-4.779,-28.169,27.27,36.33,NA,NA,NA,NA,NA,0.145,1.493,0.109,"SRF"
"754","MalaVP_DNA_D273.","Malaspina","Subtropical ocean","Illumina","03/01/2011",2011,"January","DEEP","0.2-3.0",4000,-4.779,-28.169,2.01,34.86,NA,NA,NA,NA,NA,1.738,53.678,NA,"BATHY"
"755","MalaVP_DNA_D275.","Malaspina","Subtropical ocean","Illumina","03/01/2011",2011,"January","DEEP","0.2-3.0",1700,-4.779,-28.169,4.02,34.97,NA,NA,NA,NA,NA,1.526,19.233,NA,"BATHY"
"756","MalaVP_DNA_D277.","Malaspina","Subtropical ocean","Illumina","03/01/2011",2011,"January","DEEP","0.2-3.0",800,-4.779,-28.169,4.94,34.48,NA,NA,NA,NA,NA,NA,NA,NA,"MESO"
"757","MalaVP_DNA_D279.","Malaspina","Subtropical ocean","Illumina","03/01/2011",2011,"January","DEEP","0.2-3.0",450,-4.779,-28.169,7.73,34.68,NA,NA,NA,NA,NA,2.413,21.22,NA,"MESO"
"758","MalaVP_DNA_D281.","Malaspina","Subtropical ocean","Illumina","03/01/2011",2011,"January","DCM","0.2-3.0",80,-4.779,-28.169,26.32,36.26,NA,NA,NA,NA,NA,0.2,2.861,0.261,"DCM"
"759","MalaVP_DNA_D283.","Malaspina","Subtropical ocean","Illumina","03/01/2011",2011,"January","DCM","0.2-3.0",110,-4.779,-28.169,21.21,36.36,NA,NA,NA,NA,NA,NA,NA,0.504,"DCM"
"760","MalaSurf_MD439.","Malaspina","Subtropical ocean","Illumina","04/01/2011",2011,"January","SRF","0.2-3.0",3,-22.955,-36.925,26.46,36.68,NA,NA,1.033,36.924,NA,0.069,2.082,NA,"SRF"
"761","MalaSurf_MD458.","Malaspina","Subtropical ocean","Illumina","05/01/2011",2011,"January","SRF","0.2-3.0",3,-24.315,-36.222,26.56,36.53,NA,NA,0.135,0,NA,0.028,0.819,0.077,"SRF"
