Sample;Dataset;Sea;Sequencing;Date;Year;Month;Depth_type;Size_fraction;Depth;Latitude;Longitude;T;S;O2;pH;NO3;NO2;NH4;PO4;SIOH4;Chla
MGE18_01_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;DCM;2;40;42.8847;4.3422;14.5669;38.16795;5.4752;NA;0.335;0.079;0.114544093;0.032489669;1.0103;0.7784873
MGE18_01_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;DCM;3;40;42.8847;4.3422;14.5669;38.16795;5.4752;NA;0.335;0.079;0.114544093;0.032489669;1.0103;0.7784873
MGE18_01_L2_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;DEEP;2;283;42.8847;4.3422;13.6681;38.4474;4.76265;NA;NA;NA;NA;NA;NA;NA
MGE18_01_L2_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;DEEP;3;283;42.8847;4.3422;13.6681;38.4474;4.76265;NA;NA;NA;NA;NA;NA;NA
MGE18_01_L2_net_200_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_01_L2_net_500_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_01_L2_net_64_DNA;MOOSE;Mediterranean Sea;Illumina;26/05/2018;2018;May;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_01_net_200_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_01_net_500_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_01_net_64_DNA;MOOSE;Mediterranean Sea;Illumina;14/05/2018;2018;May;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_13_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;SRF;2;5;40.2952;6.2883;19.00665;37.93705;5.2145;NA;0.067;0.009;0.343124504;0.017;1.553;0.228380871
MGE18_13_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;SRF;3;5;40.2952;6.2883;19.00665;37.93705;5.2145;NA;0.067;0.009;0.343124504;0.017;1.553;0.228380871
MGE18_13_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;DCM;2;55;40.2952;6.2883;14.26215;38.3;5.39335;NA;0.809;0.12;0.016495385;0.005;2.501;0.546047964
MGE18_13_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;DCM;3;55;40.2952;6.2883;14.26215;38.3;5.39335;NA;0.809;0.12;0.016495385;0.005;2.501;0.546047964
MGE18_13_L2_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;DEEP;2;2000;40.2952;6.2883;13.222;38.48445;4.21555;NA;9.045;0.009;NA;0.417;9.315;NA
MGE18_13_L2_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;DEEP;3;2000;40.2952;6.2883;13.222;38.48445;4.21555;NA;9.045;0.009;NA;0.417;9.315;NA
MGE18_13_L2_net_200_DNA2;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;Net;200;445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_13_L2_net_500_DNA2;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;Net;500;445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_13_L2_net_64_DNA2;MOOSE;Mediterranean Sea;Illumina;28/05/2018;2018;May;Net;64;445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_15_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;SRF;2;5;43.4087;7.8655;18.4268;38.1682;5.25905;NA;0.04;0.003;0.009805987;0.012;1.994;0.13438391
MGE18_15_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;SRF;3;5;43.4087;7.8655;18.4268;38.1682;5.25905;NA;0.04;0.003;0.009805987;0.012;1.994;0.13438391
MGE18_15_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;DCM;2;50;43.4087;7.8655;13.70045;38.43245;4.9132;NA;4.338;0.028;0.009155866;0.107;3.096;0.238823579
MGE18_15_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;DCM;3;50;43.4087;7.8655;13.70045;38.43245;4.9132;NA;4.338;0.028;0.009155866;0.107;3.096;0.238823579
MGE18_15_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;DEEP;2;2000;43.4087;7.8655;13.21295;38.48375;4.22505;NA;9.001;0;NA;0.402;9.294;NA
MGE18_15_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;DEEP;3;2000;43.4087;7.8655;13.21295;38.48375;4.22505;NA;9.001;0;NA;0.402;9.294;NA
MGE18_15_net_200_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_15_net_500_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_15_net_64_DNA;MOOSE;Mediterranean Sea;Illumina;17/05/2018;2018;May;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_19_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;SRF;2;5;43;9.2478;17.2042;38.20065;5.3554;NA;0.005;0.028;0.018609949;0.009;2.032;0.17418784
MGE18_19_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;SRF;3;5;43;9.2478;17.2042;38.20065;5.3554;NA;0.005;0.028;0.018609949;0.009;2.032;0.17418784
MGE18_19_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;DCM;2;50;43;9.2478;14.00355;38.0882;5.482;NA;0.449;0.038;0.014070937;0.048;1.733;0.668267813
MGE18_19_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;DCM;3;50;43;9.2478;14.00355;38.0882;5.482;NA;0.449;0.038;0.014070937;0.048;1.733;0.668267813
MGE18_19_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;DEEP;2;70;43;9.2478;13.82505;38.1439;5.1394;NA;1.954;0.058;0.013163134;0.075;1.852;0.463770559
MGE18_19_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;DEEP;3;70;43;9.2478;13.82505;38.1439;5.1394;NA;1.954;0.058;0.013163134;0.075;1.852;0.463770559
MGE18_19_net_200_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;Net;200;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_19_net_500_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;Net;500;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_19_net_64_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;Net;64;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_20_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;SRF;2;5;43.8308;9.5367;17.32435;38.13965;5.37735;NA;0.035;0;0.010666678;0.002;1.533;0.092023764
MGE18_20_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;SRF;3;5;43.8308;9.5367;17.32435;38.13965;5.37735;NA;0.035;0;0.010666678;0.002;1.533;0.092023764
MGE18_20_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;DCM;2;60;43.8308;9.5367;13.9722;38.15055;5.3982;NA;0.482;0.299;0.091574564;0.008;1.667;0.708436916
MGE18_20_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;DCM;3;60;43.8308;9.5367;13.9722;38.15055;5.3982;NA;0.482;0.299;0.091574564;0.008;1.667;0.708436916
MGE18_20_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;DEEP;2;302;43.8308;9.5367;13.76945;38.56295;4.47105;NA;NA;NA;NA;NA;NA;NA
MGE18_20_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;DEEP;3;302;43.8308;9.5367;13.76945;38.56295;4.47105;NA;NA;NA;NA;NA;NA;NA
MGE18_20_net_200_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;Net;200;300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_20_net_500_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;Net;500;300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_20_net_64_DNA;MOOSE;Mediterranean Sea;Illumina;18/05/2018;2018;May;Net;64;300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_24_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;30/05/2018;2018;May;SRF;2;5;39.9945;8.0287;20.034;37.60635;5.14655;NA;0.13;0.002;0.171749139;0.009;1.579;0.188534128
MGE18_24_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;30/05/2018;2018;May;SRF;3;5;39.9945;8.0287;20.034;37.60635;5.14655;NA;0.13;0.002;0.171749139;0.009;1.579;0.188534128
MGE18_24_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;30/05/2018;2018;May;DCM;2;65;39.9945;8.0287;14.19335;38.08685;5.2413;NA;0.857;0.151;0.03373072;0.015;1.686;0.686249468
MGE18_24_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;30/05/2018;2018;May;DCM;3;65;39.9945;8.0287;14.19335;38.08685;5.2413;NA;0.857;0.151;0.03373072;0.015;1.686;0.686249468
MGE18_24_L2_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;30/05/2018;2018;May;DEEP;2;1000;39.9945;8.0287;13.3351;38.5463;3.9352;NA;9.753;0.006;NA;0.402;9.714;NA
MGE18_24_L2_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;30/05/2018;2018;May;DEEP;3;1000;39.9945;8.0287;13.3351;38.5463;3.9352;NA;9.753;0.006;NA;0.402;9.714;NA
MGE18_24_L2_net_200_DNA2;MOOSE;Mediterranean Sea;Illumina;30/05/2018;2018;May;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_24_L2_net_500_DNA2;MOOSE;Mediterranean Sea;Illumina;30/05/2018;2018;May;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_27_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;SRF;2;5;42.9695;7.8218;18.35415;38.27705;5.3268;NA;0.1;0.025;0.026520453;0.018;1.84;0.108091406
MGE18_27_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;SRF;3;5;42.9695;7.8218;18.35415;38.27705;5.3268;NA;0.1;0.025;0.026520453;0.018;1.84;0.108091406
MGE18_27_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;DCM;2;40;42.9695;7.8218;13.9593;38.31645;5.3136;NA;NA;NA;0.043842128;NA;NA;0.78147165
MGE18_27_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;DCM;3;50;42.9695;7.8218;13.9593;38.31645;5.3136;NA;NA;NA;0.043842128;NA;NA;0.78147165
MGE18_27_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;DEEP;2;2000;42.9695;7.8218;13.21905;38.4828;4.20845;NA;9.591;0;NA;0.447;9.629;NA
MGE18_27_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;DEEP;3;2000;42.9695;7.8218;13.21905;38.4828;4.20845;NA;9.591;0;NA;0.447;9.629;NA
MGE18_27_net_200_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_27_net_500_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_27_net_64_DNA;MOOSE;Mediterranean Sea;Illumina;19/05/2018;2018;May;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_30_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;SRF;2;5;40.9667;7.6338;19.6248;37.68105;4.6053;NA;0.131;0.009;0.003628716;0.018;1.461;0.113637009
MGE18_30_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;SRF;3;5;40.9667;7.6338;19.6248;37.68105;4.6053;NA;0.131;0.009;0.003628716;0.018;1.461;0.113637009
MGE18_30_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;DCM;2;70;40.9667;7.6338;13.8075;38.204;4.1727;NA;4.526;0.064;0.042840508;0.205;2.552;0.196282106
MGE18_30_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;DCM;3;70;40.9667;7.6338;13.8075;38.204;4.1727;NA;4.526;0.064;0.042840508;0.205;2.552;0.196282106
MGE18_30_L2_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;DEEP;2;2000;40.9667;7.6338;13.23265;38.4865;3.89335;NA;9.714;NA;NA;0.391;9.68;NA
MGE18_30_L2_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;DEEP;3;2000;40.9667;7.6338;13.23265;38.4865;3.89335;NA;9.714;NA;NA;0.391;9.68;NA
MGE18_30_L2_net_200_DNA2;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;Net;200;497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_30_L2_net_500_DNA2;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;Net;500;497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_30_L2_net_64_DNA2;MOOSE;Mediterranean Sea;Illumina;31/05/2018;2018;May;Net;64;497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_35_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;SRF;2;5;41.7325;5.5492;20.26265;38.25785;4.7668;NA;0.016;0.005;0.01880231;0.071;1.642;0.118064425
MGE18_35_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;SRF;3;5;41.7325;5.5492;20.26265;38.25785;4.7668;NA;0.016;0.005;0.01880231;0.071;1.642;0.118064425
MGE18_35_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;DCM;2;50;41.7325;5.5492;13.74135;38.4241;4.78975;NA;3.258;0.12;0.042191779;0.119;2.571;1.464736767
MGE18_35_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;DCM;3;50;41.7325;5.5492;13.74135;38.4241;4.78975;NA;3.258;0.12;0.042191779;0.119;2.571;1.464736767
MGE18_35_L2_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;DEEP;2;2000;41.7325;5.5492;13.21485;38.4832;4.03135;NA;9.757;0.031;NA;0.516;9.604;NA
MGE18_35_L2_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;DEEP;3;2000;41.7325;5.5492;13.21485;38.4832;4.03135;NA;9.757;0.031;NA;0.516;9.604;NA
MGE18_35_L2_net_200_DNA2;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;Net;200;527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_35_L2_net_500_DNA2;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;Net;500;527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_35_L2_net_64_DNA2;MOOSE;Mediterranean Sea;Illumina;01/06/2018;2018;June;Net;64;527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_39_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;May;SRF;2;5;42.1503;6.135;17.2202;38.3337;5.5097;NA;0.163;0.001;0.004742991;0.031;2.164;0.372477142
MGE18_39_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;May;SRF;3;5;42.1503;6.135;17.2202;38.3337;5.5097;NA;0.163;0.001;0.004742991;0.031;2.164;0.372477142
MGE18_39_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;May;DCM;2;50;42.1503;6.135;13.3921;38.4102;4.82815;NA;6.17;0.042;0.003860574;0.186;4.61;0.850854647
MGE18_39_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;May;DCM;3;50;42.1503;6.135;13.3921;38.4102;4.82815;NA;6.17;0.042;0.003860574;0.186;4.61;0.850854647
MGE18_39_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;May;DEEP;2;2000;42.1503;6.135;13.21665;38.48365;4.21225;NA;9.492;0.001;NA;0.402;9.711;NA
MGE18_39_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;May;DEEP;3;2000;42.1503;6.135;13.21665;38.48365;4.21225;NA;9.492;0.001;NA;0.402;9.711;NA
MGE18_39_net_200_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;May;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_39_net_500_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;May;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_39_net_64_DNA;MOOSE;Mediterranean Sea;Illumina;21/05/2018;2018;June;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;SRF;2;5;42.4367;3.5323;19.4477;37.68415;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;SRF;3;5;42.4367;3.5323;19.4477;37.68415;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;DCM;2;40;42.4367;3.5323;14.30505;38.05275;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;DCM;3;40;42.4367;3.5323;14.30505;38.05275;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;DEEP;2;990;42.4367;3.5323;13.2019;38.5159;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;DEEP;3;990;42.4367;3.5323;13.2019;38.5159;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_net_200_DNA2;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;Net;200;520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_net_500_DNA2;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;Net;500;520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_42_L2_net_64_DNA2;MOOSE;Mediterranean Sea;Illumina;02/06/2018;2018;June;Net;64;520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_49_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;SRF;2;5;42.117;4.7503;17.1747;38.3176;5.4693;NA;0.272;0.06;0.027990486;0.03;2.392;0.668267813
MGE18_49_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;SRF;3;5;42.117;4.7503;17.1747;38.3176;5.4693;NA;0.272;0.06;0.027990486;0.03;2.392;0.668267813
MGE18_49_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;DCM;2;40;42.117;4.7503;14.95875;38.3784;5.34605;NA;1.028;0.326;0.25790496;0.04;2.611;0.283009593
MGE18_49_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;DCM;3;40;42.117;4.7503;14.95875;38.3784;5.34605;NA;1.028;0.326;0.25790496;0.04;2.611;0.283009593
MGE18_49_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;DEEP;2;2000;42.117;4.7503;13.2244;38.4877;4.21565;NA;9.547;0;NA;0.414;9.427;NA
MGE18_49_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;DEEP;3;2000;42.117;4.7503;13.2244;38.4877;4.21565;NA;9.547;0;NA;0.414;9.427;NA
MGE18_49_net_200_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;Net;200;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_49_net_500_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;Net;500;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_49_net_64_DNA;MOOSE;Mediterranean Sea;Illumina;23/05/2018;2018;May;Net;64;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_50_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;SRF;2;5;40.7678;4.093;19.98995;38.0674;NA;NA;NA;NA;0.053002197;NA;NA;0.145735774
MGE18_50_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;SRF;3;5;40.7678;4.093;19.98995;38.0674;NA;NA;NA;NA;0.053002197;NA;NA;0.145735774
MGE18_50_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;DCM;2;60;40.7678;4.093;13.63275;38.3446;NA;NA;NA;NA;0.01291287;NA;NA;0.402156946
MGE18_50_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;DCM;3;60;40.7678;4.093;13.63275;38.3446;NA;NA;NA;NA;0.01291287;NA;NA;0.402156946
MGE18_50_L2_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;DEEP;2;2000;40.7678;4.093;13.25635;38.4944;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_50_L2_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;DEEP;3;2000;40.7678;4.093;13.25635;38.4944;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_50_L2_net_200_DNA2;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;Net;200;551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_50_L2_net_500_DNA2;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;Net;500;551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_50_L2_net_64_DNA2;MOOSE;Mediterranean Sea;Illumina;03/06/2018;2018;June;Net;64;551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_61_L2_5_02_DNA;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;SRF;2;5;43.0045;5.199;21.21815;37.97425;NA;NA;0.021;0.009;0.010690096;0.086;2.539;0.132822478
MGE18_61_L2_5_3_DNA;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;SRF;3;5;43.0045;5.199;21.21815;37.97425;NA;NA;0.021;0.009;0.010690096;0.086;2.539;0.132822478
MGE18_61_L2_DCM_02_DNA;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;DCM;2;70;43.0045;5.199;14.36415;38.2307;NA;NA;0.667;0.109;0.027488817;0.096;1.238;0.57556407
MGE18_61_L2_DCM_3_DNA;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;DCM;3;70;43.0045;5.199;14.36415;38.2307;NA;NA;0.667;0.109;0.027488817;0.096;1.238;0.57556407
MGE18_61_L2_DEEP_02_DNA;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;DEEP;2;1120;43.0045;5.199;13.20535;38.5126;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_61_L2_DEEP_3_DNA;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;DEEP;3;1120;43.0045;5.199;13.20535;38.5126;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_61_L2_net_200_DNA2;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;Net;200;527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_61_L2_net_500_DNA2;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;Net;500;527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MGE18_61_L2_net_64_DNA2;MOOSE;Mediterranean Sea;Illumina;05/06/2018;2018;June;Net;64;527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RA090107_02;ASTAN;English Channel;Illumina;07/01/2009;2009;January;SRF;2;1;48.7778;-3.9375;9.4;35.232;6.27;8.08;9.7;0.15;0.1;0.51;3.6;0.57
RA090107_3;ASTAN;English Channel;Illumina;07/01/2009;2009;January;SRF;3;1;48.7778;-3.9375;9.4;35.232;6.27;8.08;9.7;0.15;0.1;0.51;3.6;0.57
RA090120_02;ASTAN;English Channel;Illumina;20/01/2009;2009;January;SRF;2;1;48.7778;-3.9375;9.38;35.293;6.44;8.03;8.9;0.14;0.17;0.5;3.3;0.83
RA090120_3;ASTAN;English Channel;Illumina;20/01/2009;2009;January;SRF;3;1;48.7778;-3.9375;9.38;35.293;6.44;8.03;8.9;0.14;0.17;0.5;3.3;0.83
RA090205_02;ASTAN;English Channel;Illumina;05/02/2009;2009;February;SRF;2;1;48.7778;-3.9375;8.8;35.11;6.29;8;9.7;0.15;0.13;0.53;5.3;0.9
RA090205_3;ASTAN;English Channel;Illumina;05/02/2009;2009;February;SRF;3;1;48.7778;-3.9375;8.8;35.11;6.29;8;9.7;0.15;0.13;0.53;5.3;0.9
RA090218_02;ASTAN;English Channel;Illumina;18/02/2009;2009;February;SRF;2;1;48.7778;-3.9375;8.9;35.022;6.34;8.01;10.8;0.15;0.17;0.48;5.9;0.51
